cropLeft,cropTop,cropWidth,cropHeight,rotAngle [x100],totRoIArea,nonRoILaplacian,row_grid_found,RMS_row_contrast,RMS_row_sharpnesss [x100],mean_row,mean_row_not_mask,col_grid_found,RMS_col_contrast,RMS_col_sharpnesss [x100],mean_col,mean_col_not_mask
100,0,2030,2170,0,2511796,53,0,1872,199,102,66,0,2023,62,102,57
