cropLeft,cropTop,cropWidth,cropHeight,rotAngle [x100],totRoIArea,nonRoILaplacian,row_grid_found,RMS_row_contrast,RMS_row_sharpnesss [x100],mean_row,mean_row_not_mask,col_grid_found,RMS_col_contrast,RMS_col_sharpnesss [x100],mean_col,mean_col_not_mask
100,0,2030,2170,120,1472372,83,1,74,94,98,102,1,112,120,98,101
