cropLeft,cropTop,cropWidth,cropHeight,rotAngle [x100],totRoIArea,nonRoILaplacian,row_grid_found,RMS_row_contrast,RMS_row_sharpnesss [x100],mean_row,mean_row_not_mask,col_grid_found,RMS_col_contrast,RMS_col_sharpnesss [x100],mean_col,mean_col_not_mask
100,0,2030,2170,0,1952262,155,0,152,108,124,116,0,123,98,124,116
